Analyte,Fold Change (Positive/Negative),p-value,Positive Median,Negative Median,log2 Fold Change,#NAME?,Statistical test
CAST.3026.5,0.963540124,0.608245439,11.6921869,11.74577025,-0.05358335,0.215921139,Linear Model
VAMP8.7064.2,1.008982893,0.608571251,9.011639004,8.998737291,0.012901714,0.215688567,Linear Model
ADSS.12644.63,1.039467651,0.608872399,8.364908024,8.309063163,0.055844861,0.215473713,Linear Model
DAO.19120.33,1.043205026,0.609135542,9.066829934,9.005807209,0.061022725,0.215286059,Linear Model
FLRT1.4547.59,1.028607239,0.609736779,10.23345996,10.19276775,0.040692211,0.214857608,Linear Model
KCNN1.13539.131,1.0116863,0.609862127,9.879352932,9.862590919,0.016762014,0.214768336,Linear Model
CHEK2.19328.51,1.027007503,0.610008454,9.367417202,9.32897048,0.038446722,0.214664146,Linear Model
AOC2.6434.18,1.029429862,0.610071911,8.798087719,8.75624218,0.041845539,0.21461897,Linear Model
SDHAF2.6420.4,0.979808317,0.610338302,7.257597308,7.287025865,-0.029428557,0.214429375,Linear Model
XRCC1.12535.2,1.023870335,0.610611219,8.497981108,8.463948087,0.034033021,0.214235221,Linear Model
DAP.19141.22,1.093555335,0.611234172,9.010547364,8.88152114,0.129026224,0.213792374,Linear Model
CPZ.6493.9,1.017824194,0.611544431,9.198265325,9.172776935,0.025488389,0.213571984,Linear Model
DCBLD1.9402.18,0.978167815,0.612284147,8.371187671,8.403033769,-0.031846099,0.213046985,Linear Model
TNFRSF1B.3152.57,1.048548278,0.612361643,11.61217896,11.54378567,0.068393289,0.212992021,Linear Model
PAPOLG.8343.224,0.947147359,0.612635701,9.451742789,9.530081983,-0.078339195,0.212797699,Linear Model
LRCH4.11252.30,0.98612513,0.613075893,10.56801404,10.58817142,-0.020157372,0.212485761,Linear Model
CNEP1R1.13532.25,0.986479762,0.613532494,8.825161875,8.844800516,-0.019638641,0.212162431,Linear Model
NCAM1.4498.62,1.031777777,0.613560108,12.84833718,12.8032049,0.045132278,0.212142885,Linear Model
PNPLA2.9802.27,1.026544818,0.614369045,9.660764701,9.622968086,0.037796615,0.211570675,Linear Model
MSTN.14583.49,1.019114202,0.614486211,7.73388739,7.706571661,0.027315729,0.211487858,Linear Model
SAP18.12830.4,1.028109177,0.61515112,10.32136964,10.28137617,0.039993475,0.211018181,Linear Model
CLMP.9585.80,1.018310473,0.615755309,8.806327945,8.780150453,0.026177493,0.210591835,Linear Model
HPGD.4995.16,0.97834458,0.616893412,10.60224764,10.63383306,-0.031585413,0.209789868,Linear Model
DUSP15.12838.28,0.972780951,0.616947728,7.819738873,7.85955199,-0.039813117,0.209751631,Linear Model
NR4A1.8089.173,1.010510044,0.616950358,9.117196059,9.102112398,0.015083661,0.20974978,Linear Model
GSTK1.13474.40,0.925882384,0.61746682,11.95078692,12.06188608,-0.111099156,0.209386375,Linear Model
ABCC6.8935.22,1.010565463,0.617602288,9.583428145,9.568265365,0.01516278,0.209291104,Linear Model
RANBP3.14037.18,0.958700556,0.618603844,10.98619077,11.0470386,-0.060847826,0.208587386,Linear Model
ITCH.12551.3,1.075404307,0.618647696,10.49912915,10.39425,0.104879155,0.2085566,Linear Model
TENM4.11365.17,1.009504226,0.619046439,8.499897966,8.486251016,0.01364695,0.20827677,Linear Model
TTC17.9550.153,1.017647824,0.619270189,7.885517973,7.860279597,0.025238376,0.208119826,Linear Model
SH2D1B.18840.205,0.97889365,0.619638158,10.44321849,10.47399446,-0.030775966,0.207861846,Linear Model
DCUN1D3.13553.4,1.016497738,0.619645098,9.050773013,9.027166008,0.023607005,0.207856982,Linear Model
GZMA.3440.7,1.040733822,0.619775271,11.46366555,11.40606442,0.057601132,0.207765756,Linear Model
IFNW1.7196.21,1.015487344,0.620393336,9.287504724,9.265332465,0.022172259,0.207332876,Linear Model
AGR2.4959.2,1.009426331,0.620396236,9.604899632,9.591364007,0.013535625,0.207330846,Linear Model
RPS27A.4474.19,0.95848026,0.620414184,11.16728567,11.22846504,-0.061179374,0.207318282,Linear Model
MYL12B.19122.47,0.947727188,0.620577124,8.843644425,8.921100695,-0.07745627,0.207204238,Linear Model
GALNT13.10908.2,0.982528649,0.620588129,9.760214113,9.785642734,-0.025428621,0.207196536,Linear Model
IMPA2.12581.39,0.981403357,0.620653058,8.676078502,8.70316039,-0.027081888,0.207151101,Linear Model
GNPTG.10666.7,0.978154863,0.621158755,9.38378652,9.415651722,-0.031865202,0.206797389,Linear Model
FCGR3A.15388.24,0.804272775,0.621945254,11.15967219,11.4739154,-0.31424321,0.206247842,Linear Model
SUN3.8852.10,1.028226207,0.622299402,10.27464585,10.23448816,0.040157689,0.206000617,Linear Model
C5.C6.4482.66,0.980117763,0.62448777,11.15747221,11.1864452,-0.028972993,0.204476063,Linear Model
A2ML1.15482.12,1.024751808,0.624564571,9.828480093,9.793205558,0.035274535,0.204422655,Linear Model
HSPB1.11103.24,0.936930009,0.625569619,10.9404113,11.03439812,-0.093986816,0.203724351,Linear Model
CDC25B.12427.8,0.981615623,0.626315469,11.70700893,11.73377882,-0.026769884,0.203206862,Linear Model
HSD17B10.4217.49,0.92059789,0.626837323,12.03716808,12.15652504,-0.119356959,0.202845153,Linear Model
QRFP.6463.59,0.983669225,0.627315103,9.933528813,9.957283641,-0.023754828,0.202514256,Linear Model
UAP1.13580.2,1.024064446,0.627316513,9.048480296,9.014173786,0.03430651,0.20251328,Linear Model
KLK3.8468.19,0.943755608,0.627355817,8.935929515,9.019444298,-0.083514783,0.202486071,Linear Model
DUSP3.3480.7,1.032576213,0.627933958,8.912542757,8.866294488,0.046248269,0.20208603,Linear Model
HERC1.12705.9,0.988111345,0.627994862,8.194895738,8.212150212,-0.017254474,0.202043909,Linear Model
GRB7.11281.6,0.984319464,0.628403455,10.72710113,10.74990261,-0.022801472,0.201761436,Linear Model
MVD.18422.41,0.94514409,0.628410959,12.17563371,12.25702751,-0.081393805,0.20175625,Linear Model
VPS4B.12668.7,0.970631544,0.628614789,12.11330815,12.1563125,-0.043004348,0.201615406,Linear Model
PGAM2.15524.30,1.099597363,0.62883606,10.77338223,10.63640688,0.136975352,0.201462562,Linear Model
WBP2.17698.15,0.973937535,0.628884523,9.126582973,9.164681823,-0.03809885,0.201429093,Linear Model
CXCL1.2985.35,1.041261551,0.629086953,11.49275198,11.43441948,0.0583325,0.201289322,Linear Model
SERPINE2.19154.41,1.085424009,0.629345359,12.73666507,12.61840634,0.118258725,0.201110966,Linear Model
CARD17.18267.74,1.012043394,0.629495019,9.122296539,9.105025387,0.017271151,0.201007702,Linear Model
PTH.19640.2,0.980905551,0.630669358,8.25998232,8.287796185,-0.027813865,0.20019827,Linear Model
UCHL1.5019.16,0.967092209,0.631022997,10.26835105,10.3166257,-0.048274642,0.199954813,Linear Model
ELMO1.12764.3,0.973001672,0.631049739,8.165299545,8.204785356,-0.039485811,0.199936408,Linear Model
MOBKL3.19332.1,1.032918125,0.63203099,11.28349528,11.23676938,0.046725902,0.199261627,Linear Model
HNF1A.11193.27,1.02209184,0.632098769,7.93170952,7.900184684,0.031524835,0.199215055,Linear Model
FGL2.19635.69,1.032065566,0.632369095,10.5021618,10.45662718,0.045534626,0.199029363,Linear Model
COL3A1.18880.81,0.961300468,0.633802065,13.97618158,14.03312223,-0.056940659,0.19804635,Linear Model
MMP9.2579.17,0.919586988,0.633954619,13.58419445,13.70513649,-0.120942043,0.197941829,Linear Model
EPHA3.3432.21,0.989044942,0.634003928,6.801707237,6.817599255,-0.015892017,0.197908052,Linear Model
ANXA13.17835.28,0.985455175,0.634102369,8.438540604,8.459678449,-0.021137845,0.197840625,Linear Model
PSMB2.19252.67,0.981054249,0.634141035,9.812061498,9.839656678,-0.027595179,0.197814143,Linear Model
LIN7A.18910.45,0.971065539,0.634851152,9.631942203,9.674301628,-0.042359425,0.197328088,Linear Model
CA12.19347.37,1.011740826,0.634861325,7.976247162,7.959407395,0.016839767,0.197321129,Linear Model
KLRF1.5098.79,0.989252745,0.634985786,8.832219383,8.847808315,-0.015588932,0.197235996,Linear Model
PFKM.17384.110,1.050106265,0.635079831,12.4528763,12.38234097,0.070535328,0.197171679,Linear Model
PITPNA.9934.29,0.977591219,0.635492368,11.73489558,11.76759235,-0.032696768,0.196889661,Linear Model
FSTL5.7099.33,1.010369873,0.635681286,8.906767619,8.891884092,0.014883527,0.196760574,Linear Model
CBS.10086.39,1.026896,0.635742959,10.58016287,10.54187279,0.038290079,0.196718441,Linear Model
ABO.9253.52,0.843730034,0.63579052,11.17673598,11.42188261,-0.245146638,0.196685952,Linear Model
MGAT2.6909.40,0.976772901,0.635839992,10.02085635,10.05476127,-0.033904919,0.19665216,Linear Model
TNFRSF17.2665.26,0.963377989,0.636699503,11.39898976,11.4528159,-0.053826133,0.196065489,Linear Model
LNX1.9936.27,1.015659452,0.637011126,8.355258822,8.33284207,0.022416751,0.195852982,Linear Model
IL10RA.8104.21,1.033374613,0.637396596,8.702723654,8.655360308,0.047363346,0.19559026,Linear Model
MYB.11618.83,0.988588844,0.638268124,8.531007608,8.547565077,-0.016557469,0.194996845,Linear Model
DKK2.15678.71,1.053351207,0.6387802,13.59046563,13.5154791,0.074986539,0.194648554,Linear Model
LRRC59.19163.26,0.924844965,0.638849305,13.50722538,13.61994193,-0.112716554,0.194601573,Linear Model
TNFRSF18.11837.7,0.97015438,0.638935017,7.387941654,7.431655408,-0.043713754,0.19454331,Linear Model
IL3.4717.55,1.016997521,0.639016006,9.850084199,9.825768036,0.024316163,0.194488263,Linear Model
CPA2.9276.7,0.980011291,0.639196169,9.470047025,9.49917675,-0.029129725,0.194365837,Linear Model
NFATC1.14286.2,0.981175453,0.639696416,8.559701782,8.587118736,-0.027416954,0.194026083,Linear Model
RAB1B.19278.19,0.922388396,0.639699006,11.14574122,11.26229496,-0.116553731,0.194024324,Linear Model
IQCF1.7991.54,1.021562871,0.639718512,8.047003174,8.016225178,0.030777996,0.194011082,Linear Model
ITSN1.14070.56,0.982357187,0.639780001,10.30534263,10.33102304,-0.025680409,0.193969339,Linear Model
COLGALT1.5638.23,1.03218835,0.640444662,10.49867766,10.45297141,0.045706252,0.19351839,Linear Model
PATE1.8386.11,1.011821228,0.64045386,9.46092976,9.443975347,0.016954412,0.193512152,Linear Model
TIMM21.9058.1,0.990204424,0.640534636,7.042450095,7.056651796,-0.014201701,0.193457381,Linear Model
NDC80.12730.3,1.019437215,0.640734995,12.15300013,12.1252272,0.027772925,0.193321556,Linear Model
UBE2S.17729.20,1.044678459,0.641420907,9.609694319,9.546635355,0.063058964,0.192856888,Linear Model
RFESD.13603.7,0.956950527,0.641695924,11.08205014,11.14553389,-0.063483754,0.19267072,Linear Model
CD200R1L.8980.19,0.980072259,0.642137764,8.954772094,8.983812069,-0.029039975,0.192371788,Linear Model
ALDOA.5864.10,0.947820872,0.643110806,9.852926866,9.930240531,-0.077313665,0.191714193,Linear Model
BAG5.12743.18,1.006783741,0.643365164,8.709323008,8.699569184,0.009753823,0.191542458,Linear Model
JMJD6.18322.15,1.036756996,0.64370194,10.1247732,10.07269541,0.052077783,0.191315182,Linear Model
CXCL9.11593.21,0.988019137,0.644231547,8.705332855,8.722721964,-0.017389109,0.190958012,Linear Model
TDO2.9880.33,0.95749048,0.644671589,11.4768102,11.53948015,-0.062669951,0.190661469,Linear Model
CLPS.5749.53,1.034617943,0.645404551,7.894796029,7.845697912,0.049098118,0.190167977,Linear Model
DNAJB6.11606.22,1.034618387,0.645751732,9.866103631,9.817004894,0.049098737,0.18993442,Linear Model
NT5E.15452.5,1.057078303,0.645928348,13.65896105,13.5788788,0.080082249,0.189815655,Linear Model
GSTT2B.11273.176,0.989383359,0.645939796,8.376103269,8.39150173,-0.015398461,0.189807958,Linear Model
CD9.17449.23,0.986937455,0.64608766,9.34441398,9.363383416,-0.018969436,0.189708554,Linear Model
TMEM154.11223.1,0.984214456,0.646435752,9.133804244,9.156759632,-0.022955388,0.189474633,Linear Model
UBE2V1.11626.7,0.943581838,0.646918999,12.18964358,12.27342403,-0.083780446,0.189150094,Linear Model
COL6A2.16753.46,0.984088822,0.647136107,9.389998555,9.413138112,-0.023139558,0.189004368,Linear Model
ANXA3.17163.117,1.016692766,0.647287892,8.150411506,8.126527729,0.023883777,0.188902517,Linear Model
NDUFV2.7748.11,1.034676509,0.647460772,10.56729515,10.51811537,0.04917978,0.188786539,Linear Model
AHSA1.11633.89,0.965254654,0.647467589,12.51077379,12.56179228,-0.051018489,0.188781966,Linear Model
GDI2.2647.66,0.951189405,0.647599397,14.59735556,14.66955101,-0.072195449,0.188693564,Linear Model
LRRTM1.19360.22,1.007766823,0.647815512,8.792121184,8.780959318,0.011161866,0.188548657,Linear Model
ATP1B4.9933.49,1.084789285,0.647920379,9.857223086,9.739808253,0.117414833,0.18847836,Linear Model
ACSF2.17466.72,0.957374448,0.648204988,9.607299568,9.670144362,-0.062844794,0.188287631,Linear Model
IMPDH1.5229.90,0.953517481,0.648241368,10.84355321,10.91222191,-0.068668707,0.188263258,Linear Model
NRAS.10531.18,0.959596802,0.648265317,11.27861684,11.33811658,-0.059499745,0.188247213,Linear Model
IRF2.12801.33,0.953622233,0.648655473,8.579196208,8.647706431,-0.068510223,0.187985913,Linear Model
RET.3220.40,1.057607952,0.649017013,11.43242654,11.35162161,0.08080493,0.187743919,Linear Model
GKN2.6416.8,1.043081028,0.649630324,5.255557152,5.194705919,0.060851233,0.187333711,Linear Model
EXOSC3.12605.1,1.051929968,0.649683829,10.12541781,10.05237915,0.073038661,0.187297943,Linear Model
COPS7B.12384.92,1.06410894,0.650477005,11.46078962,11.37114377,0.089645857,0.186768051,Linear Model
TSTA3.12657.2,1.031801856,0.650836917,9.736491295,9.691325348,0.045165947,0.186527821,Linear Model
TYMP.11361.73,1.050948078,0.65152567,12.49878513,12.42709373,0.071691395,0.186068469,Linear Model
MAPRE2.16856.79,0.929004537,0.651885273,10.26643878,10.37268123,-0.106242452,0.18582883,Linear Model
GSS.15526.33,1.042979187,0.652300189,11.43602764,11.37531727,0.060710368,0.185552495,Linear Model
ZNRF3.14122.132,1.010992366,0.652485258,9.133129091,9.117356988,0.015772103,0.185429296,Linear Model
SARS.18178.13,0.974478713,0.652912933,10.21219822,10.24949565,-0.037297425,0.185144729,Linear Model
KL.15384.15,0.956075017,0.653017348,11.32987707,11.39468135,-0.064804273,0.185075281,Linear Model
LY9.3324.51,0.962424054,0.653045417,11.36245029,11.41770569,-0.055255395,0.185056614,Linear Model
FEN1.12577.100,0.987529982,0.65390565,9.130441642,9.148545186,-0.018103544,0.18448491,Linear Model
MYSM1.11536.9,0.985021001,0.654076804,9.911755818,9.933529429,-0.021773611,0.184371253,Linear Model
TTL.13973.62,0.951504279,0.654740729,9.521223636,9.592941586,-0.071717951,0.183930642,Linear Model
OMD.5358.3,0.950467244,0.655254901,13.77070898,13.84400016,-0.073291188,0.183589722,Linear Model
GCDH.19258.24,0.947635973,0.65551435,9.290159963,9.367755092,-0.077595129,0.183417797,Linear Model
DIRAS3.12406.119,0.986525357,0.655696771,9.734850421,9.754422382,-0.019571962,0.183296955,Linear Model
CRISP3.3187.52,1.014405933,0.655871681,7.802680446,7.782045358,0.020635088,0.18318112,Linear Model
CLEC2L.8242.9,1.010110439,0.656607051,8.231526133,8.217013096,0.014513037,0.182694458,Linear Model
CDH15.5410.53,1.026491847,0.657141017,9.266146613,9.228424445,0.037722169,0.182341424,Linear Model
CRKL.9877.28,0.940547868,0.657317803,11.46299645,11.55142317,-0.088426726,0.182224605,Linear Model
POLD4.19159.9,1.014076897,0.658007113,8.649177735,8.62901068,0.020167055,0.181769412,Linear Model
PLS1.12737.12,0.967120846,0.658062079,10.76490527,10.8131372,-0.048231923,0.181733135,Linear Model
KIF23.5228.25,0.957943032,0.658953831,9.38424968,9.446237911,-0.061988231,0.181145013,Linear Model
UBE2J1.6900.30,0.968689508,0.659344014,10.29210059,10.33799437,-0.04589378,0.180887933,Linear Model
PCDHGB1.11872.9,0.982263564,0.659444377,6.738358669,6.764176579,-0.02581791,0.18082183,Linear Model
SERPINA6.4785.30,0.981061098,0.659645738,8.983926734,9.011511843,-0.027585109,0.180689239,Linear Model
FLT1.16315.105,1.026380878,0.661237669,8.866793002,8.829226805,0.037566197,0.179642414,Linear Model
CXCL14.5730.60,1.02129833,0.661742487,9.743065896,9.712661544,0.030404351,0.179310981,Linear Model
INHBC.6408.2,0.972239247,0.6619116,13.45766319,13.49827991,-0.040616721,0.179200008,Linear Model
SPINK8.7962.11,0.97504293,0.662444468,8.736921898,8.773384253,-0.036462355,0.178850522,Linear Model
CTSF.9212.22,1.035090249,0.662547182,10.49216429,10.44240773,0.049756561,0.178783189,Linear Model
RBM22.12980.31,0.962686085,0.662579814,9.249111986,9.303974643,-0.054862658,0.1787618,Linear Model
GABARAP.17735.130,0.949680387,0.663306477,11.02758305,11.10206908,-0.074486035,0.178285762,Linear Model
RPS7.3864.5,0.952868833,0.663318285,9.915404649,9.98505511,-0.06965046,0.178278031,Linear Model
FGF18.2761.49,1.029826161,0.663680315,7.636700232,7.594299407,0.042400824,0.178041063,Linear Model
GPD1.13697.51,0.943510927,0.663849774,12.20609753,12.2899864,-0.083888869,0.177930188,Linear Model
PITPNB.12484.67,0.982898169,0.664044679,11.21247962,11.23736575,-0.024886138,0.177802699,Linear Model
PZP.6580.29,0.873655057,0.664301724,13.58130972,13.77617404,-0.194864318,0.177634621,Linear Model
PC.13990.1,1.046871893,0.665251466,9.5446422,9.478557291,0.066084909,0.17701416,Linear Model
RGS3.12827.37,1.013749414,0.665267053,8.986498216,8.966797135,0.01970108,0.177003984,Linear Model
ITGA2.15603.20,1.034224826,0.665529181,8.228839599,8.180289757,0.048549842,0.176832897,Linear Model
LOXL3.15427.35,0.941853434,0.666742202,11.03685377,11.12327929,-0.086425522,0.176042055,Linear Model
SMS.18179.56,0.986004077,0.666830916,9.655294282,9.675628765,-0.020334483,0.175984273,Linear Model
HSD17B14.13972.4,0.978437368,0.666963473,9.429951761,9.461400352,-0.031448591,0.17589795,Linear Model
ANK2.7624.19,1.011900727,0.667153434,8.877617694,8.860549932,0.017067761,0.175774274,Linear Model
GPR135.11465.4,0.980849437,0.667916395,8.757533474,8.785429873,-0.0278964,0.175277896,Linear Model
GABARAPL1.12661.44,0.953056286,0.668311504,10.39380153,10.46316821,-0.069366675,0.175021063,Linear Model
CSDC2.12754.14,0.980842835,0.668333706,10.55885854,10.58676465,-0.02790611,0.175006635,Linear Model
CA10.13666.222,0.971544616,0.668805051,9.900395745,9.942043589,-0.041647844,0.174700456,Linear Model
TRA2B.12373.73,1.046969559,0.668900544,11.72134171,11.65512222,0.066219496,0.174638451,Linear Model
DIMT1.12694.28,0.965410873,0.670144069,7.535774349,7.586559368,-0.050785019,0.173831822,Linear Model
B3GNT4.16585.16,1.013614162,0.670158031,8.192634097,8.17312551,0.019508587,0.173822774,Linear Model
TOM1L1.13652.2,1.02044563,0.670709427,10.24497607,10.21577676,0.029199317,0.173465589,Linear Model
FGF20.2763.66,1.012723983,0.671096126,7.645884924,7.627643901,0.018241022,0.173215268,Linear Model
ADAM15.15455.40,0.973573312,0.671115761,10.91166602,10.95030449,-0.038638474,0.173202562,Linear Model
TLR1.16324.38,0.982592361,0.671239111,9.473049456,9.498384527,-0.025335071,0.173122746,Linear Model
SEZ6L2.3867.49,0.962430187,0.671305328,10.28944471,10.34469092,-0.0552462,0.173079906,Linear Model
CASQ1.11263.57,0.984206282,0.671448799,12.87680094,12.89976831,-0.02296737,0.172987098,Linear Model
CD68.18922.27,0.965490955,0.67157104,10.81813964,10.86880499,-0.050665351,0.17290804,Linear Model
IL1RL1.4234.8,1.072773769,0.672161352,12.31760383,12.21625797,0.101345866,0.172526462,Linear Model
ULBP3.2747.3,1.026218446,0.672588212,9.592460946,9.555123083,0.037337863,0.172250748,Linear Model
CSF2RB.10512.13,0.980298156,0.672762783,7.74274286,7.771450346,-0.028707486,0.172138041,Linear Model
SEMA6A.7945.10,0.964572558,0.673975954,12.93364355,12.98568188,-0.052038328,0.171355598,Linear Model
CRMP1.18323.39,1.009948558,0.67401254,8.549657896,8.535376085,0.014281811,0.171332024,Linear Model
TLR3.16918.198,1.016221046,0.6741801,8.583967504,8.560753257,0.023214247,0.171224071,Linear Model
HMGCS2.13704.5,0.956429771,0.67437871,9.134544467,9.198813524,-0.064269057,0.171096149,Linear Model
TWF1.12871.10,0.965133451,0.67452464,11.03399448,11.08519414,-0.051199654,0.171002181,Linear Model
CCDC64.11158.40,0.959945633,0.674960979,9.192896868,9.251872263,-0.058975395,0.170721334,Linear Model
SYT4.17355.56,1.041298788,0.675397609,10.44050083,10.38211673,0.058384092,0.170440481,Linear Model
SCAND1.17800.33,1.008373508,0.675569862,8.419613375,8.407583253,0.012030121,0.170329733,Linear Model
RNF128.8633.18,0.985540785,0.67581023,10.13873626,10.15974878,-0.021012519,0.170175238,Linear Model
PDIA3.4719.58,0.951167785,0.676024172,11.80376272,11.87599096,-0.072228241,0.170037775,Linear Model
PFN2.16923.20,0.991068821,0.676874837,8.990335598,9.003278449,-0.012942852,0.169491631,Linear Model
PLXDC1.9235.3,1.019253688,0.67700674,14.4011549,14.37364172,0.027513178,0.169407008,Linear Model
TIGAR.12476.50,1.019587806,0.677025809,9.880191151,9.852205127,0.027986025,0.169394775,Linear Model
B3GNT2.7980.72,0.979801996,0.677324278,11.58383338,11.61327124,-0.029437864,0.169203358,Linear Model
PROK1.2247.20,1.010431097,0.677456813,7.74767568,7.732704734,0.014970945,0.169118385,Linear Model
SPDEF.10012.5,0.986670999,0.67748361,10.67491366,10.69427265,-0.01935899,0.169101207,Linear Model
CST4.14076.74,1.054892677,0.677515345,8.558310094,8.481213865,0.077096229,0.169080864,Linear Model
TRIO.11126.102,1.023231001,0.678168715,8.446378257,8.413246377,0.03313188,0.168662249,Linear Model
RPS3.5026.66,1.03243439,0.678428792,8.826988978,8.780938874,0.046050104,0.168495729,Linear Model
HTRA2.3317.33,1.037069215,0.678717774,12.32241797,12.26990579,0.052512185,0.168310777,Linear Model
STAB2.3399.31,0.980210749,0.67901495,10.8638963,10.89273242,-0.028836128,0.168120664,Linear Model
MANSC1.9557.5,0.97465357,0.67907966,11.70270226,11.73974084,-0.037038575,0.168079277,Linear Model
CA2.4970.55,1.014139342,0.679134605,7.783364986,7.763109096,0.020255891,0.16804414,Linear Model
C3.2754.50,1.037945246,0.679208685,15.03151203,14.97778169,0.05373034,0.167996769,Linear Model
SYN3.7199.3,1.011146833,0.680022094,7.316053241,7.300060728,0.015992513,0.167476977,Linear Model
HSPG2.15626.223,0.97067813,0.68063543,10.60406552,10.64700062,-0.042935107,0.167085448,Linear Model
ARHGAP36.6289.78,1.032008411,0.680720541,9.506500397,9.461045668,0.045454729,0.167031144,Linear Model
PKP2.14067.6,0.95516855,0.681141218,9.396605596,9.462778356,-0.06617276,0.166762839,Linear Model
ASCC1.10647.18,0.982035307,0.681526459,10.3150402,10.3411934,-0.0261532,0.166517279,Linear Model
AMMECR1L.18402.1,1.036056746,0.681983766,8.896020925,8.844917902,0.051103023,0.166225964,Linear Model
RRAGC.12548.75,1.011186686,0.682508921,7.902577716,7.886528343,0.016049373,0.165891667,Linear Model
SH2D3C.12704.26,1.016021958,0.682583156,9.590316191,9.567384609,0.022931582,0.165844433,Linear Model
NHLRC3.9087.8,0.983593816,0.683534517,9.338870821,9.362736252,-0.023865431,0.16523955,Linear Model
KPNA2.2860.19,0.951948794,0.68522081,9.693463966,9.764508089,-0.071044123,0.164169456,Linear Model
RAG1.11311.79,0.992394676,0.685446952,9.318335869,9.329349969,-0.0110141,0.164026151,Linear Model
DEAF1.6369.82,0.976222148,0.686019202,10.7653886,10.80010721,-0.034718612,0.163663728,Linear Model
RBM23.11590.5,0.964490145,0.68630713,9.590255576,9.642417173,-0.052161598,0.163481489,Linear Model
PDGFB.4149.8,1.06228823,0.687323274,14.89340168,14.80622642,0.087175264,0.16283895,Linear Model
CD79B.6351.55,1.009344805,0.687802638,8.862710637,8.849291535,0.013419102,0.162536163,Linear Model
ACAN.3280.49,0.967270963,0.688779382,10.07704848,10.12505648,-0.048008004,0.161919862,Linear Model
SNRPB2.17364.8,0.941891552,0.689093972,9.552211628,9.638578764,-0.086367136,0.161721549,Linear Model
NRAC.13464.8,1.012545493,0.689248909,10.35843991,10.34045318,0.017986729,0.161623913,Linear Model
FBXL4.11416.23,0.986779887,0.689616353,10.63205949,10.65125927,-0.019199784,0.161392449,Linear Model
POMGNT1.8253.2,1.009913798,0.689681956,7.83763346,7.823401304,0.014232156,0.161351136,Linear Model
APLP2.10627.87,1.039204843,0.689985149,10.45100179,10.39552173,0.055480059,0.161160257,Linear Model
CAPSL.13688.2,0.983073691,0.690593423,8.702096627,8.726725157,-0.024628531,0.160777562,Linear Model
PDGFD.17140.57,0.942011007,0.690677753,13.72294733,13.80913151,-0.086184177,0.160724533,Linear Model
DBNL.4978.54,1.034876376,0.690678808,11.02855333,10.97909489,0.049458438,0.160723869,Linear Model
CD86.5337.64,0.979332721,0.690839786,8.90081953,8.930948538,-0.030129008,0.160622659,Linear Model
ITGB6.7737.76,0.982298476,0.691247238,8.745086382,8.770853016,-0.025766634,0.160366591,Linear Model
GH1.8462.18,1.014466486,0.691763869,8.367128518,8.346407314,0.020721204,0.160042125,Linear Model
SRC.15433.4,0.9319119,0.691970139,12.03128153,12.13301605,-0.101734521,0.159912646,Linear Model
PSMD7.3898.5,0.981853306,0.692912545,9.013449418,9.039870018,-0.0264206,0.159321576,Linear Model
MCM6.9897.9,0.991818865,0.693263252,9.154952361,9.166803789,-0.011851429,0.15910182,Linear Model
IL12B.13733.5,1.040883869,0.693274024,8.226750359,8.168941243,0.057809116,0.159095072,Linear Model
SPARC.3043.49,0.957437583,0.693519464,14.87761502,14.94036468,-0.062749657,0.158941345,Linear Model
ACADVL.19262.219,1.065926387,0.694241658,13.09588109,13.00377328,0.092107808,0.15848933,Linear Model
PDE3A.5254.69,1.011376583,0.694424999,8.915865928,8.899545647,0.016320281,0.158374653,Linear Model
TSPEAR.10546.2,0.979430474,0.694920009,9.283316783,9.313301793,-0.02998501,0.158065183,Linear Model
ATP13A1.13659.36,1.020913352,0.695127691,14.82893077,14.79907034,0.029860426,0.157935411,Linear Model
KLRG2.10762.2,1.039646458,0.695249485,9.810438374,9.754345365,0.05609301,0.157859324,Linear Model
PDCD1.15623.1,0.987562326,0.695342733,9.554150337,9.572206632,-0.018056295,0.15780108,Linear Model
SIRPB2.5669.26,0.97373725,0.695757721,9.329851051,9.368246613,-0.038395562,0.157541966,Linear Model
COL6A1.16828.8,0.953204368,0.695939237,13.26917057,13.3383131,-0.069142533,0.157428677,Linear Model
WNT7A.4889.82,1.012188168,0.696458685,7.653126378,7.635648863,0.017477515,0.157104642,Linear Model
ENO3.16616.137,1.060334776,0.696676701,10.97721831,10.89269848,0.084519834,0.156968713,Linear Model
ACAT1.19197.95,0.93539535,0.696847536,12.83358745,12.92993929,-0.096351838,0.156862232,Linear Model
OXSM.18271.43,0.954682771,0.697119374,10.63609761,10.70300428,-0.066906672,0.156692847,Linear Model
SETD2.12647.52,1.010962978,0.697414199,7.437061278,7.421331112,0.015730167,0.156509215,Linear Model
ENTPD6.8932.1,1.016401702,0.697490411,10.12774757,10.10427687,0.023470696,0.156461759,Linear Model
FAM24B.8775.61,1.014975625,0.698129306,8.372379196,8.350934115,0.021445082,0.156064131,Linear Model
GRID1.13493.5,0.989199375,0.698675804,8.722679879,8.738346645,-0.015666767,0.155724297,Linear Model
FGF6.4130.71,0.973742992,0.698826063,8.675165874,8.71355293,-0.038387055,0.155630906,Linear Model
